部位,ICD-10,性別,診断年,粗率,0-4歳,5-9歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85歳以上
胆嚢・胆管,C23-C24,女,1992,13.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 ,0.2 ,0.8 ,1.9 ,3.6 ,6.1 ,12.2 ,18.4 ,38.0 ,57.4 ,82.8 ,111.9 ,131.7 
胆嚢・胆管,C23-C24,女,1993,13.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.3 ,0.7 ,1.7 ,3.9 ,5.5 ,11.5 ,17.4 ,37.0 ,54.6 ,77.7 ,111.8 ,134.1 
胆嚢・胆管,C23-C24,女,1994,13.4 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.2 ,0.7 ,1.5 ,3.4 ,6.2 ,10.6 ,17.4 ,33.6 ,54.3 ,73.8 ,105.9 ,136.2 
胆嚢・胆管,C23-C24,女,1995,13.6 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,0.3 ,0.8 ,1.1 ,3.3 ,5.3 ,10.1 ,17.4 ,31.1 ,50.1 ,71.5 ,109.3 ,148.0 
胆嚢・胆管,C23-C24,女,1996,14.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,0.3 ,0.6 ,1.3 ,3.2 ,4.7 ,10.3 ,18.6 ,30.3 ,47.9 ,72.0 ,109.1 ,148.3 
胆嚢・胆管,C23-C24,女,1997,14.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.0 ,0.5 ,1.2 ,2.9 ,4.1 ,10.4 ,18.5 ,28.8 ,45.7 ,71.7 ,105.4 ,145.6 
胆嚢・胆管,C23-C24,女,1998,14.8 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.6 ,1.1 ,2.8 ,3.8 ,11.1 ,19.4 ,28.7 ,47.1 ,71.8 ,108.3 ,146.1 
胆嚢・胆管,C23-C24,女,1999,14.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.5 ,0.8 ,2.6 ,3.6 ,9.9 ,17.1 ,27.1 ,41.7 ,70.6 ,104.6 ,146.6 
胆嚢・胆管,C23-C24,女,2000,14.2 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.4 ,1.2 ,2.2 ,4.2 ,8.9 ,15.8 ,25.6 ,37.8 ,64.7 ,101.5 ,140.6 
胆嚢・胆管,C23-C24,女,2001,14.7 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.3 ,1.5 ,2.0 ,4.9 ,9.2 ,15.8 ,25.9 ,37.9 ,70.9 ,93.5 ,136.1 
胆嚢・胆管,C23-C24,女,2002,14.4 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.2 ,1.2 ,1.6 ,4.5 ,8.1 ,13.6 ,21.7 ,35.3 ,61.1 ,97.1 ,143.3 
胆嚢・胆管,C23-C24,女,2003,15.6 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.1 ,0.1 ,1.1 ,2.7 ,4.6 ,7.3 ,14.2 ,23.0 ,36.8 ,62.0 ,105.2 ,151.4 
胆嚢・胆管,C23-C24,女,2004,16.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.3 ,0.8 ,2.2 ,5.3 ,7.8 ,14.0 ,25.1 ,36.6 ,61.3 ,98.3 ,150.2 
胆嚢・胆管,C23-C24,女,2005,14.4 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.1 ,0.6 ,0.7 ,1.8 ,4.7 ,5.1 ,11.7 ,20.6 ,35.2 ,51.7 ,90.7 ,126.5 
胆嚢・胆管,C23-C24,女,2006,15.8 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.4 ,0.1 ,2.6 ,3.6 ,7.0 ,13.3 ,22.3 ,40.1 ,55.4 ,88.6 ,135.0 
胆嚢・胆管,C23-C24,女,2007,16.6 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.5 ,0.9 ,1.9 ,4.3 ,8.0 ,12.9 ,22.1 ,36.9 ,57.3 ,87.7 ,141.2 
胆嚢・胆管,C23-C24,女,2008,16.5 ,0.0 ,0.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,0.3 ,0.8 ,1.7 ,4.5 ,7.3 ,10.9 ,21.5 ,35.3 ,54.5 ,86.8 ,138.4 
胆嚢・胆管,C23-C24,女,2009,17.3 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 ,1.4 ,2.1 ,4.2 ,8.2 ,13.5 ,23.1 ,35.8 ,56.5 ,81.0 ,137.9 
胆嚢・胆管,C23-C24,女,2010,17.2 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.3 ,0.6 ,1.4 ,4.0 ,8.1 ,12.2 ,21.7 ,32.3 ,52.8 ,83.6 ,143.4 
胆嚢・胆管,C23-C24,女,2011,17.3 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.4 ,0.9 ,1.1 ,4.7 ,6.5 ,12.3 ,20.4 ,32.8 ,53.7 ,79.5 ,136.8 
膵臓,C25,男女計,1975,5.4 ,0.2 ,0.2 ,0.2 ,0.3 ,0.3 ,0.2 ,0.6 ,1.4 ,2.7 ,5.1 ,7.6 ,14.3 ,20.7 ,31.9 ,33.9 ,48.3 ,29.8 ,46.3 
膵臓,C25,男女計,1976,5.7 ,0.1 ,0.1 ,0.2 ,0.2 ,0.3 ,0.3 ,0.5 ,1.7 ,2.2 ,5.3 ,6.9 ,14.9 ,19.4 ,39.1 ,36.3 ,48.1 ,34.8 ,38.2 
膵臓,C25,男女計,1977,5.7 ,0.1 ,0.1 ,0.1 ,0.2 ,0.3 ,0.3 ,0.5 ,1.4 ,2.1 ,5.5 ,6.5 ,14.4 ,19.0 ,38.2 ,35.9 ,41.0 ,42.6 ,34.0 
膵臓,C25,男女計,1978,6.2 ,0.1 ,0.1 ,0.1 ,0.2 ,0.3 ,0.3 ,0.5 ,1.8 ,2.0 ,5.6 ,7.5 ,14.3 ,19.6 ,37.9 ,38.9 ,50.2 ,47.8 ,31.9 
膵臓,C25,男女計,1979,6.5 ,0.1 ,0.2 ,0.1 ,0.1 ,0.2 ,0.2 ,0.6 ,1.5 ,1.6 ,5.0 ,7.5 ,15.4 ,23.0 ,34.2 ,43.2 ,52.2 ,53.1 ,37.1 
膵臓,C25,男女計,1980,7.1 ,0.0 ,0.1 ,0.0 ,0.1 ,0.0 ,0.2 ,0.7 ,1.4 ,1.6 ,4.9 ,8.7 ,15.4 ,23.2 ,37.1 ,51.5 ,60.3 ,57.1 ,37.6 
膵臓,C25,男女計,1981,7.2 ,0.0 ,0.1 ,0.1 ,0.1 ,0.0 ,0.2 ,0.6 ,1.0 ,1.8 ,4.1 ,9.5 ,14.7 ,22.8 ,36.1 ,50.0 ,59.2 ,64.7 ,38.1 
膵臓,C25,男女計,1982,7.7 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.2 ,0.6 ,0.9 ,1.9 ,4.5 ,9.7 ,14.0 ,22.8 ,39.5 ,49.6 ,63.7 ,65.3 ,51.0 
膵臓,C25,男女計,1983,8.2 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.1 ,0.7 ,0.8 ,1.9 ,4.3 ,10.1 ,15.4 ,23.2 ,38.7 ,51.0 ,64.1 ,79.1 ,59.6 
膵臓,C25,男女計,1984,8.7 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.7 ,0.7 ,2.4 ,4.5 ,8.5 ,15.4 ,24.1 ,37.8 ,54.6 ,66.5 ,85.1 ,77.1 
膵臓,C25,男女計,1985,9.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.4 ,0.9 ,2.6 ,4.8 ,8.7 ,15.5 ,27.9 ,39.5 ,55.9 ,75.5 ,85.2 ,86.9 
膵臓,C25,男女計,1986,10.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 ,0.3 ,0.9 ,2.4 ,4.5 ,8.0 ,16.0 ,29.2 ,39.9 ,59.1 ,78.9 ,92.0 ,95.9 
膵臓,C25,男女計,1987,10.5 ,0.1 ,0.1 ,0.0 ,0.0 ,0.2 ,0.1 ,0.4 ,1.0 ,2.2 ,4.5 ,8.5 ,16.3 ,27.9 ,39.6 ,60.5 ,79.9 ,92.3 ,100.6 
膵臓,C25,男女計,1988,11.2 ,0.1 ,0.1 ,0.0 ,0.0 ,0.2 ,0.1 ,0.4 ,0.9 ,1.8 ,4.9 ,9.2 ,16.9 ,27.4 ,41.3 ,61.9 ,83.3 ,99.8 ,105.0 
膵臓,C25,男女計,1989,11.3 ,0.0 ,0.1 ,0.0 ,0.0 ,0.2 ,0.0 ,0.4 ,1.1 ,1.9 ,5.2 ,8.3 ,15.9 ,26.0 ,42.3 ,58.7 ,81.1 ,101.0 ,108.6 
膵臓,C25,男女計,1990,11.8 ,0.0 ,0.1 ,0.0 ,0.0 ,0.1 ,0.1 ,0.2 ,1.4 ,2.4 ,5.5 ,8.8 ,16.4 ,27.8 ,43.8 ,59.0 ,81.4 ,96.1 ,99.3 
膵臓,C25,男女計,1991,11.8 ,0.0 ,0.1 ,0.0 ,0.0 ,0.1 ,0.1 ,0.2 ,1.3 ,2.7 ,4.9 ,8.3 ,15.6 ,27.6 ,42.1 ,56.8 ,80.0 ,93.0 ,96.7 
膵臓,C25,男女計,1992,12.3 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.1 ,0.9 ,2.8 ,4.9 ,9.2 ,15.8 ,28.9 ,41.0 ,56.3 ,81.3 ,95.6 ,97.0 
膵臓,C25,男女計,1993,12.9 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 ,0.2 ,0.9 ,2.8 ,5.3 ,9.4 ,15.6 ,28.7 ,41.6 ,56.8 ,83.4 ,97.7 ,107.5 
膵臓,C25,男女計,1994,12.9 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 ,0.3 ,0.7 ,2.4 ,5.6 ,9.6 ,15.2 ,27.0 ,40.0 ,54.3 ,79.3 ,97.8 ,107.4 
膵臓,C25,男女計,1995,13.7 ,0.0 ,0.0 ,0.1 ,0.0 ,0.1 ,0.1 ,0.5 ,0.7 ,2.2 ,5.4 ,8.6 ,15.5 ,25.7 ,39.5 ,61.9 ,77.7 ,106.6 ,124.9 
膵臓,C25,男女計,1996,13.9 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.4 ,0.5 ,1.9 ,5.5 ,8.5 ,15.1 ,26.5 ,38.6 ,59.1 ,77.2 ,106.0 ,120.9 
膵臓,C25,男女計,1997,14.5 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.0 ,0.3 ,0.6 ,1.9 ,5.1 ,8.0 ,16.0 ,26.3 ,39.7 ,58.3 ,78.8 ,105.8 ,125.3 
膵臓,C25,男女計,1998,14.9 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.3 ,0.7 ,1.9 ,4.8 ,9.2 ,16.7 ,25.5 ,39.4 ,57.5 ,79.2 ,105.6 ,121.9 
膵臓,C25,男女計,1999,15.8 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.3 ,0.7 ,2.2 ,5.0 ,9.4 ,18.3 ,25.9 ,39.6 ,59.3 ,82.0 ,105.2 ,130.9 
膵臓,C25,男女計,2000,15.8 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.3 ,0.7 ,2.2 ,4.6 ,9.4 ,17.8 ,26.1 ,38.1 ,56.9 ,78.1 ,104.1 ,123.9 
膵臓,C25,男女計,2001,16.2 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.2 ,0.3 ,0.7 ,1.9 ,5.0 ,9.8 ,18.0 ,29.4 ,39.2 ,59.1 ,78.0 ,92.5 ,111.6 
膵臓,C25,男女計,2002,16.8 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.2 ,0.8 ,2.1 ,4.8 ,9.9 ,18.2 ,28.4 ,37.5 ,58.0 ,75.3 ,98.7 ,123.6 
膵臓,C25,男女計,2003,17.9 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.1 ,0.1 ,0.9 ,2.9 ,4.9 ,11.2 ,17.8 ,30.4 ,40.0 ,60.2 ,76.3 ,99.4 ,127.4 
膵臓,C25,男女計,2004,19.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.3 ,0.7 ,2.7 ,5.2 ,11.6 ,18.1 ,27.3 ,43.5 ,62.9 ,82.6 ,109.0 ,129.6 
膵臓,C25,男女計,2005,19.4 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.2 ,0.9 ,2.3 ,4.4 ,11.3 ,19.3 ,29.4 ,45.5 ,60.8 ,77.1 ,98.9 ,130.3 
膵臓,C25,男女計,2006,19.9 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.0 ,0.3 ,0.7 ,1.8 ,6.2 ,11.2 ,17.7 ,31.5 ,42.1 ,58.7 ,82.1 ,100.6 ,129.2 
膵臓,C25,男女計,2007,22.7 ,0.0 ,0.1 ,0.0 ,0.0 ,0.1 ,0.2 ,0.5 ,1.7 ,1.9 ,4.7 ,11.3 ,20.4 ,35.4 ,49.3 ,67.6 ,88.7 ,111.1 ,136.2 
膵臓,C25,男女計,2008,23.2 ,0.0 ,0.1 ,0.0 ,0.1 ,0.0 ,0.1 ,0.5 ,0.7 ,2.0 ,5.6 ,11.3 ,21.9 ,32.4 ,46.1 ,69.4 ,90.7 ,113.7 ,132.5 
膵臓,C25,男女計,2009,24.5 ,0.1 ,0.0 ,0.0 ,0.0 ,0.2 ,0.1 ,0.2 ,1.4 ,2.8 ,6.2 ,10.5 ,20.6 ,35.9 ,49.3 ,66.4 ,89.5 ,117.4 ,144.9 
膵臓,C25,男女計,2010,25.2 ,0.0 ,0.0 ,0.1 ,0.1 ,0.1 ,0.1 ,0.5 ,0.8 ,2.5 ,5.4 ,10.3 ,21.2 ,36.4 ,51.6 ,71.2 ,95.4 ,116.2 ,140.9 
膵臓,C25,男女計,2011,25.9 ,0.0 ,0.0 ,0.2 ,0.0 ,0.0 ,0.0 ,0.3 ,1.0 ,2.9 ,5.2 ,11.1 ,22.0 ,35.4 ,53.4 ,71.1 ,94.7 ,111.8 ,139.8 
膵臓,C25,男,1975,6.2 ,0.2 ,0.2 ,0.2 ,0.3 ,0.3 ,0.2 ,0.7 ,1.8 ,2.9 ,6.0 ,8.9 ,17.8 ,24.5 ,42.1 ,45.6 ,60.3 ,38.7 ,71.8 
膵臓,C25,男,1976,6.9 ,0.1 ,0.1 ,0.2 ,0.2 ,0.4 ,0.3 ,0.6 ,2.4 ,2.8 ,6.6 ,8.4 ,20.6 ,25.0 ,52.4 ,51.5 ,59.5 ,47.3 ,64.1 
膵臓,C25,男,1977,6.8 ,0.1 ,0.1 ,0.1 ,0.2 ,0.4 ,0.3 ,0.7 ,2.3 ,3.2 ,7.3 ,8.5 ,19.0 ,25.1 ,48.6 ,48.5 ,53.1 ,58.5 ,59.4 
膵臓,C25,男,1978,7.5 ,0.1 ,0.2 ,0.1 ,0.2 ,0.4 ,0.3 ,0.7 ,3.0 ,2.8 ,8.1 ,10.7 ,19.1 ,26.5 ,49.1 ,52.2 ,63.7 ,57.6 ,53.4 
膵臓,C25,男,1979,7.6 ,0.1 ,0.3 ,0.1 ,0.1 ,0.1 ,0.3 ,0.8 ,2.2 ,2.3 ,7.5 ,11.2 ,19.4 ,30.4 ,43.7 ,54.2 ,71.2 ,56.8 ,49.4 
膵臓,C25,男,1980,8.4 ,0.0 ,0.2 ,0.0 ,0.1 ,0.0 ,0.2 ,0.8 ,2.0 ,2.1 ,7.1 ,12.0 ,19.6 ,31.0 ,50.0 ,65.6 ,81.9 ,65.1 ,41.9 
膵臓,C25,男,1981,8.2 ,0.0 ,0.1 ,0.0 ,0.1 ,0.0 ,0.1 ,0.9 ,1.4 ,2.2 ,6.0 ,12.6 ,18.7 ,28.5 ,45.8 ,60.6 ,78.9 ,79.4 ,40.5 
膵臓,C25,男,1982,8.8 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.4 ,2.1 ,6.5 ,12.7 ,18.5 ,31.6 ,51.8 ,61.5 ,80.8 ,81.9 ,68.2 
膵臓,C25,男,1983,9.2 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.9 ,1.0 ,2.0 ,5.9 ,13.8 ,20.8 ,31.1 ,49.6 ,62.6 ,80.2 ,99.0 ,74.0 
膵臓,C25,男,1984,10.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,1.1 ,1.0 ,3.0 ,6.3 ,11.6 ,21.7 ,32.9 ,51.9 ,69.8 ,86.7 ,102.1 ,104.7 
膵臓,C25,男,1985,11.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.6 ,1.6 ,3.8 ,6.5 ,11.0 ,21.3 ,37.2 ,56.0 ,72.3 ,101.1 ,106.4 ,110.2 
膵臓,C25,男,1986,11.3 ,0.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.4 ,1.5 ,3.6 ,6.1 ,9.6 ,20.4 ,40.4 ,55.0 ,71.6 ,98.8 ,112.0 ,124.2 
膵臓,C25,男,1987,11.9 ,0.1 ,0.2 ,0.0 ,0.0 ,0.2 ,0.2 ,0.4 ,1.5 ,2.8 ,6.2 ,10.8 ,20.9 ,39.9 ,53.3 ,77.0 ,103.1 ,117.3 ,123.9 
膵臓,C25,男,1988,12.6 ,0.1 ,0.2 ,0.0 ,0.0 ,0.2 ,0.1 ,0.3 ,1.1 ,2.3 ,6.5 ,11.9 ,21.7 ,39.4 ,55.8 ,76.4 ,108.2 ,129.4 ,117.6 
膵臓,C25,男,1989,13.1 ,0.0 ,0.3 ,0.0 ,0.0 ,0.2 ,0.0 ,0.4 ,1.2 ,2.3 ,7.3 ,10.3 ,22.6 ,36.6 ,59.4 ,77.7 ,108.9 ,133.8 ,125.8 
膵臓,C25,男,1990,13.3 ,0.0 ,0.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,1.4 ,3.3 ,6.9 ,10.8 ,22.0 ,37.8 ,61.5 ,77.6 ,100.0 ,123.1 ,125.2 
膵臓,C25,男,1991,13.5 ,0.0 ,0.1 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 ,1.5 ,3.8 ,6.9 ,10.3 ,20.9 ,36.9 ,58.4 ,75.5 ,95.5 ,126.2 ,126.3 
膵臓,C25,男,1992,13.9 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.0 ,1.3 ,4.0 ,7.1 ,12.1 ,19.8 ,39.0 ,55.0 ,73.5 ,98.5 ,126.2 ,132.3 
膵臓,C25,男,1993,14.9 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.2 ,0.0 ,1.0 ,4.1 ,7.9 ,12.3 ,21.2 ,38.7 ,56.6 ,75.8 ,107.4 ,132.9 ,132.6 
膵臓,C25,男,1994,14.7 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.3 ,0.4 ,0.8 ,3.6 ,8.0 ,13.1 ,20.5 ,36.7 ,52.7 ,73.8 ,101.4 ,126.8 ,126.5 
膵臓,C25,男,1995,15.7 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.0 ,0.5 ,0.9 ,2.9 ,7.3 ,12.0 ,22.0 ,33.4 ,56.9 ,83.5 ,103.1 ,143.1 ,146.5 
膵臓,C25,男,1996,15.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.5 ,0.8 ,2.6 ,7.5 ,12.2 ,20.1 ,33.5 ,55.0 ,75.5 ,98.9 ,134.5 ,140.0 
膵臓,C25,男,1997,16.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.3 ,0.9 ,2.7 ,7.2 ,11.2 ,20.5 ,33.5 ,54.9 ,74.6 ,101.4 ,137.0 ,141.9 
膵臓,C25,男,1998,16.6 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.1 ,0.2 ,0.8 ,2.3 ,6.6 ,12.8 ,21.3 ,33.3 ,54.5 ,76.6 ,104.6 ,136.5 ,138.2 
膵臓,C25,男,1999,17.5 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.2 ,0.3 ,0.8 ,2.3 ,6.9 ,12.7 ,24.0 ,32.9 ,53.6 ,82.2 ,105.9 ,133.5 ,144.9 
膵臓,C25,男,2000,17.7 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.2 ,0.3 ,0.8 ,2.5 ,6.5 ,12.8 ,24.3 ,34.4 ,51.1 ,77.3 ,100.0 ,125.6 ,147.2 
膵臓,C25,男,2001,18.1 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.1 ,0.2 ,0.9 ,2.3 ,6.9 ,13.3 ,24.1 ,37.6 ,50.6 ,78.3 ,97.1 ,114.0 ,135.2 
膵臓,C25,男,2002,18.7 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.0 ,0.1 ,0.9 ,2.5 ,5.9 ,13.1 ,24.5 ,38.1 ,49.2 ,75.8 ,96.6 ,126.6 ,147.8 
膵臓,C25,男,2003,20.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,0.1 ,0.0 ,1.0 ,4.0 ,4.9 ,14.6 ,23.9 ,41.4 ,53.5 ,77.5 ,102.8 ,131.4 ,135.5 
膵臓,C25,男,2004,21.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.3 ,0.7 ,3.3 ,7.0 ,16.5 ,23.7 ,37.1 ,53.0 ,79.3 ,105.0 ,135.8 ,157.7 
膵臓,C25,男,2005,21.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.1 ,1.3 ,2.8 ,4.7 ,15.9 ,23.9 ,39.1 ,62.5 ,75.7 ,90.8 ,122.9 ,139.4 
膵臓,C25,男,2006,22.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,0.9 ,2.6 ,8.4 ,14.3 ,24.0 ,42.4 ,54.9 ,70.7 ,103.8 ,125.4 ,162.8 
膵臓,C25,男,2007,25.0 ,0.0 ,0.2 ,0.0 ,0.0 ,0.2 ,0.1 ,0.6 ,2.1 ,2.7 ,6.5 ,14.4 ,26.2 ,43.3 ,64.1 ,82.9 ,114.8 ,143.5 ,163.5 
膵臓,C25,男,2008,25.6 ,0.0 ,0.1 ,0.0 ,0.1 ,0.0 ,0.1 ,0.3 ,0.8 ,2.4 ,6.8 ,14.3 ,29.4 ,44.9 ,60.5 ,87.9 ,114.1 ,135.8 ,151.9 
膵臓,C25,男,2009,26.7 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.1 ,0.3 ,1.6 ,3.7 ,9.5 ,13.9 ,26.5 ,47.4 ,62.2 ,82.4 ,113.4 ,138.9 ,171.7 
膵臓,C25,男,2010,27.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.5 ,1.1 ,3.0 ,5.8 ,13.7 ,25.4 ,45.8 ,65.4 ,88.0 ,113.6 ,145.1 ,165.5 
膵臓,C25,男,2011,27.6 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,1.1 ,3.1 ,7.2 ,13.0 ,28.3 ,44.9 ,65.6 ,90.9 ,114.3 ,133.5 ,153.4 
膵臓,C25,女,1975,4.7 ,0.2 ,0.2 ,0.2 ,0.4 ,0.2 ,0.3 ,0.4 ,1.1 ,2.4 ,4.1 ,6.5 ,11.5 ,17.6 ,23.4 ,24.4 ,39.7 ,24.4 ,34.7 
膵臓,C25,女,1976,4.6 ,0.1 ,0.1 ,0.2 ,0.2 ,0.2 ,0.3 ,0.3 ,1.0 ,1.6 ,3.9 ,5.6 ,10.5 ,14.9 ,28.2 ,24.2 ,39.6 ,26.9 ,26.1 
膵臓,C25,女,1977,4.6 ,0.1 ,0.1 ,0.1 ,0.2 ,0.2 ,0.3 ,0.3 ,0.5 ,0.9 ,3.7 ,4.7 ,10.8 ,14.1 ,29.8 ,25.8 ,32.2 ,32.7 ,22.1 
膵臓,C25,女,1978,4.9 ,0.1 ,0.1 ,0.1 ,0.2 ,0.2 ,0.2 ,0.4 ,0.7 ,1.3 ,3.1 ,4.4 ,10.7 ,13.9 ,29.0 ,28.4 ,40.6 ,41.7 ,21.7 
膵臓,C25,女,1979,5.4 ,0.1 ,0.1 ,0.1 ,0.2 ,0.2 ,0.1 ,0.5 ,0.9 ,0.9 ,2.6 ,3.9 ,12.3 ,17.1 ,26.8 ,34.7 ,38.5 ,50.9 ,31.2 
膵臓,C25,女,1980,5.9 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.6 ,0.8 ,1.1 ,2.6 ,5.4 ,11.9 ,17.1 ,26.9 ,40.6 ,44.9 ,52.1 ,35.5 
膵臓,C25,女,1981,6.3 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.3 ,0.3 ,0.7 ,1.3 ,2.2 ,6.6 ,11.3 ,18.5 ,28.6 ,42.1 ,45.1 ,55.6 ,37.0 
膵臓,C25,女,1982,6.6 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.4 ,0.3 ,0.5 ,1.8 ,2.6 ,6.6 ,10.0 ,16.3 ,29.9 ,40.6 ,51.5 ,55.1 ,42.8 
膵臓,C25,女,1983,7.1 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.1 ,0.4 ,0.6 ,1.8 ,2.8 ,6.5 ,10.4 ,17.4 ,30.3 ,42.4 ,52.7 ,66.8 ,52.5 
膵臓,C25,女,1984,7.3 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.3 ,0.4 ,1.8 ,2.7 ,5.4 ,9.5 ,17.4 ,27.2 ,43.3 ,52.5 ,74.7 ,63.8 
膵臓,C25,女,1985,8.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.3 ,1.5 ,3.1 ,6.5 ,10.1 ,20.6 ,27.3 ,43.9 ,57.8 ,72.3 ,75.6 
膵臓,C25,女,1986,9.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 ,0.1 ,0.3 ,0.3 ,1.3 ,3.1 ,6.6 ,11.8 ,19.9 ,29.0 ,50.0 ,65.5 ,80.0 ,82.2 
膵臓,C25,女,1987,9.2 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 ,0.0 ,0.4 ,0.5 ,1.6 ,2.8 ,6.2 ,11.8 ,17.6 ,29.8 ,48.6 ,64.4 ,77.1 ,89.6 
膵臓,C25,女,1988,9.9 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.0 ,0.4 ,0.8 ,1.3 ,3.4 ,6.5 ,12.3 ,16.7 ,31.0 ,51.5 ,66.8 ,81.9 ,99.1 
